backing_thickness_mm,case_name,conductive_thickness_mm,element_count,log_file,material_case,maximum_time_step,maximum_trial_negative_jacobians,mesh_level,metadata_file,model_file,movement,negative_jacobian_trial_messages,node_count,normal_termination,raw_log_status,sensor_length_mm,sensor_width_mm,summary_file,taper_length_mm,time_steps
,garment_fit_torso_expand_060mm_manual_low,,,,garment case,,1664,garment surface,model/garment_fit_torso_expand_060mm_manual_low_metadata.json,model/garment_fit_torso_expand_060mm_manual_low.feb,,22,,False,retained by authors; available on reasonable request,,,,,
,garment_fit_torso_expand_060mm_manual,,,results/garment_fit_torso_expand_060mm_manual.log,garment case,,56,garment surface,model/garment_fit_torso_expand_060mm_manual_metadata.json,model/garment_fit_torso_expand_060mm_manual.feb,,3,,True,included,,,results/garment_fit_torso_expand_060mm_manual_summary.json,,
,garment_fit_torso_expand_060mm_penalty,,,,garment case,,1664,garment surface,model/garment_fit_torso_expand_060mm_penalty_metadata.json,model/garment_fit_torso_expand_060mm_penalty.feb,,9,,False,retained by authors; available on reasonable request,,,,,
,garment_fit_torso_expand_060mm_softbody,,,,garment case,,544,garment surface,model/garment_fit_torso_expand_060mm_softbody_metadata.json,model/garment_fit_torso_expand_060mm_softbody.feb,,10,,False,retained by authors; available on reasonable request,,,,,
,garment_fit_torso_expand_100mm_soft,,,,garment case,,423,garment surface,model/garment_fit_torso_expand_100mm_soft_metadata.json,model/garment_fit_torso_expand_100mm_soft.feb,,7,,False,retained by authors; available on reasonable request,,,,,
,garment_fit_torso_expand_200mm,,,,garment case,,157,garment surface,model/garment_fit_torso_expand_200mm_metadata.json,model/garment_fit_torso_expand_200mm.feb,,14,,False,retained by authors; available on reasonable request,,,,,
,garment_friction_mu0p1_025,,,,garment case,,0,garment surface,model/garment_friction_mu0p1_025_metadata.json,model/garment_friction_mu0p1_025.feb,both_arms_raise,0,,True,retained by authors; available on reasonable request,,,,,
,garment_friction_mu0p1_kt0p1_025,,,,garment case,,0,garment surface,model/garment_friction_mu0p1_kt0p1_025_metadata.json,model/garment_friction_mu0p1_kt0p1_025.feb,both_arms_raise,0,,False,not generated,,,,,
,garment_friction_n2f_mu0_025,,,,garment case,,0,garment surface,model/garment_friction_n2f_mu0_025_metadata.json,model/garment_friction_n2f_mu0_025.feb,both_arms_raise,0,,True,retained by authors; available on reasonable request,,,results/garment_friction_n2f_mu0_025_movement_summary.json,,
,garment_friction_n2f_mu0_reference,,,,garment case,,0,garment surface,model/garment_friction_n2f_mu0_reference_metadata.json,model/garment_friction_n2f_mu0_reference.feb,,0,,True,retained by authors; available on reasonable request,,,results/garment_friction_n2f_mu0_reference_movement_summary.json,,
,garment_friction_n2f_mu0p1_kt0p1_025,,,,garment case,,0,garment surface,model/garment_friction_n2f_mu0p1_kt0p1_025_metadata.json,model/garment_friction_n2f_mu0p1_kt0p1_025.feb,both_arms_raise,0,,True,retained by authors; available on reasonable request,,,results/garment_friction_n2f_mu0p1_kt0p1_025_movement_summary.json,,
,garment_friction_n2f_mu0p1_reference,,,,garment case,,0,garment surface,model/garment_friction_n2f_mu0p1_reference_metadata.json,model/garment_friction_n2f_mu0p1_reference.feb,,0,,True,retained by authors; available on reasonable request,,,results/garment_friction_n2f_mu0p1_reference_movement_summary.json,,
,garment_friction_n2f_mu0p3_fp0p1_kt0p01_025,,,,garment case,,0,garment surface,model/garment_friction_n2f_mu0p3_fp0p1_kt0p01_025_metadata.json,model/garment_friction_n2f_mu0p3_fp0p1_kt0p01_025.feb,both_arms_raise,0,,False,retained by authors; available on reasonable request,,,,,
,garment_friction_n2f_mu0p3_kt0p1_025,,,,garment case,,0,garment surface,model/garment_friction_n2f_mu0p3_kt0p1_025_metadata.json,model/garment_friction_n2f_mu0p3_kt0p1_025.feb,both_arms_raise,0,,False,retained by authors; available on reasonable request,,,,,
,garment_friction_smoke_mu0p1,,,,garment case,,1664,garment surface,model/garment_friction_smoke_mu0p1_metadata.json,model/garment_friction_smoke_mu0p1.feb,both_arms_raise,17,,False,retained by authors; available on reasonable request,,,,,
,garment_mesh_0p6_coarse56_movement025,,,,garment case,,0,garment surface,model/garment_mesh_0p6_coarse56_movement025_metadata.json,model/garment_mesh_0p6_coarse56_movement025.feb,both_arms_raise,0,,True,retained by authors; available on reasonable request,,,results/garment_mesh_0p6_coarse56_movement025_movement_summary.json,,
,garment_mesh_0p6_coarse56_reference,,,,garment case,,0,garment surface,model/garment_mesh_0p6_coarse56_reference_metadata.json,model/garment_mesh_0p6_coarse56_reference.feb,,0,,True,retained by authors; available on reasonable request,,,results/garment_mesh_0p6_coarse56_reference_movement_summary.json,,
,garment_mesh_0p6_fine72_movement025,,,,garment case,,0,garment surface,model/garment_mesh_0p6_fine72_movement025_metadata.json,model/garment_mesh_0p6_fine72_movement025.feb,both_arms_raise,0,,True,retained by authors; available on reasonable request,,,results/garment_mesh_0p6_fine72_movement025_movement_summary.json,,
,garment_mesh_0p6_fine72_reference,,,,garment case,,0,garment surface,model/garment_mesh_0p6_fine72_reference_metadata.json,model/garment_mesh_0p6_fine72_reference.feb,,0,,True,retained by authors; available on reasonable request,,,results/garment_mesh_0p6_fine72_reference_movement_summary.json,,
,garment_movement025_steps80,,,,garment case,,0,garment surface,model/garment_movement025_steps80_metadata.json,model/garment_movement025_steps80.feb,both_arms_raise,0,,True,retained by authors; available on reasonable request,,,results/garment_movement025_steps80_movement_summary.json,,
0.4,garment_submodel_both_arms_raise_s3_local_medium,0.6,7632,,textile_fiber_balanced,,0,local_medium,model/garment_submodel_both_arms_raise_s3_local_medium_metadata.json,model/garment_submodel_both_arms_raise_s3_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/garment_submodel_both_arms_raise_s3_local_medium_summary.json,5.0,
0.4,garment_submodel_forward_bend_s8_local_medium,0.6,7632,,textile_fiber_balanced,,0,local_medium,model/garment_submodel_forward_bend_s8_local_medium_metadata.json,model/garment_submodel_forward_bend_s8_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/garment_submodel_forward_bend_s8_local_medium_summary.json,5.0,
0.4,garment_submodel_left_arm_raise_s3_local_medium,0.6,7632,,textile_fiber_balanced,,0,local_medium,model/garment_submodel_left_arm_raise_s3_local_medium_metadata.json,model/garment_submodel_left_arm_raise_s3_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/garment_submodel_left_arm_raise_s3_local_medium_summary.json,5.0,
0.4,garment_submodel_left_shoulder_touch_twist_s9_local_medium,0.6,7632,,textile_fiber_balanced,,0,local_medium,model/garment_submodel_left_shoulder_touch_twist_s9_local_medium_metadata.json,model/garment_submodel_left_shoulder_touch_twist_s9_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/garment_submodel_left_shoulder_touch_twist_s9_local_medium_summary.json,5.0,
0.4,garment_submodel_right_shoulder_touch_twist_s10_local_medium,0.6,7632,,textile_fiber_balanced,,0,local_medium,model/garment_submodel_right_shoulder_touch_twist_s10_local_medium_metadata.json,model/garment_submodel_right_shoulder_touch_twist_s10_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/garment_submodel_right_shoulder_touch_twist_s10_local_medium_summary.json,5.0,
0.4,garment_submodel_sitting_s5_local_medium,0.6,7632,,textile_fiber_balanced,,0,local_medium,model/garment_submodel_sitting_s5_local_medium_metadata.json,model/garment_submodel_sitting_s5_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/garment_submodel_sitting_s5_local_medium_summary.json,5.0,
0.2,geometry_backing_thickness_0p2,0.6,264,,literature_nominal,,0,coarse,model/geometry_backing_thickness_0p2_metadata.json,model/geometry_backing_thickness_0p2.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_backing_thickness_0p2_summary.json,,
0.4,geometry_backing_thickness_0p4,0.6,264,,literature_nominal,,0,coarse,model/geometry_backing_thickness_0p4_metadata.json,model/geometry_backing_thickness_0p4.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_backing_thickness_0p4_summary.json,,
0.6,geometry_backing_thickness_0p6,0.6,264,,literature_nominal,,0,coarse,model/geometry_backing_thickness_0p6_metadata.json,model/geometry_backing_thickness_0p6.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_backing_thickness_0p6_summary.json,,
0.8,geometry_backing_thickness_0p8,0.6,264,,literature_nominal,,0,coarse,model/geometry_backing_thickness_0p8_metadata.json,model/geometry_backing_thickness_0p8.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_backing_thickness_0p8_summary.json,,
0.4,geometry_conductive_thickness_0p2,0.2,264,,literature_nominal,,0,coarse,model/geometry_conductive_thickness_0p2_metadata.json,model/geometry_conductive_thickness_0p2.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_conductive_thickness_0p2_summary.json,,
0.4,geometry_conductive_thickness_0p4,0.4,264,,literature_nominal,,0,coarse,model/geometry_conductive_thickness_0p4_metadata.json,model/geometry_conductive_thickness_0p4.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_conductive_thickness_0p4_summary.json,,
0.4,geometry_conductive_thickness_0p6,0.6,264,,literature_nominal,,0,coarse,model/geometry_conductive_thickness_0p6_metadata.json,model/geometry_conductive_thickness_0p6.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_conductive_thickness_0p6_summary.json,,
0.4,geometry_conductive_thickness_0p8,0.8,264,,literature_nominal,,0,coarse,model/geometry_conductive_thickness_0p8_metadata.json,model/geometry_conductive_thickness_0p8.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_conductive_thickness_0p8_summary.json,,
0.4,geometry_interaction_L100_W10,0.6,232,,literature_nominal,0.05,0,coarse,model/geometry_interaction_L100_W10_metadata.json,model/geometry_interaction_L100_W10.feb,,0,417,True,retained by authors; available on reasonable request,100.0,10.0,results/geometry_interaction_L100_W10_summary.json,0.0,30
0.4,geometry_interaction_L100_W20,0.6,272,,literature_nominal,0.05,0,coarse,model/geometry_interaction_L100_W20_metadata.json,model/geometry_interaction_L100_W20.feb,,0,461,True,retained by authors; available on reasonable request,100.0,20.0,results/geometry_interaction_L100_W20_summary.json,0.0,30
0.4,geometry_interaction_L60_W10,0.6,216,,literature_nominal,0.05,0,coarse,model/geometry_interaction_L60_W10_metadata.json,model/geometry_interaction_L60_W10.feb,,0,393,True,retained by authors; available on reasonable request,60.0,10.0,results/geometry_interaction_L60_W10_summary.json,0.0,30
0.4,geometry_interaction_L60_W20,0.6,240,,literature_nominal,0.05,0,coarse,model/geometry_interaction_L60_W20_metadata.json,model/geometry_interaction_L60_W20.feb,,0,421,True,retained by authors; available on reasonable request,60.0,20.0,results/geometry_interaction_L60_W20_summary.json,0.0,30
0.4,geometry_sensor_length_100,0.6,276,,literature_nominal,,0,coarse,model/geometry_sensor_length_100_metadata.json,model/geometry_sensor_length_100.feb,,0,478,True,retained by authors; available on reasonable request,100.0,15.0,results/geometry_sensor_length_100_summary.json,,
0.4,geometry_sensor_length_40,0.6,240,,literature_nominal,,0,coarse,model/geometry_sensor_length_40_metadata.json,model/geometry_sensor_length_40.feb,,0,430,True,retained by authors; available on reasonable request,40.0,15.0,results/geometry_sensor_length_40_summary.json,,
0.4,geometry_sensor_length_60,0.6,252,,literature_nominal,,0,coarse,model/geometry_sensor_length_60_metadata.json,model/geometry_sensor_length_60.feb,,0,446,True,retained by authors; available on reasonable request,60.0,15.0,results/geometry_sensor_length_60_summary.json,,
0.4,geometry_sensor_length_80,0.6,264,,literature_nominal,,0,coarse,model/geometry_sensor_length_80_metadata.json,model/geometry_sensor_length_80.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_sensor_length_80_summary.json,,
0.4,geometry_sensor_width_10,0.6,224,,literature_nominal,,0,coarse,model/geometry_sensor_width_10_metadata.json,model/geometry_sensor_width_10.feb,,0,405,True,retained by authors; available on reasonable request,80.0,10.0,results/geometry_sensor_width_10_summary.json,,
0.4,geometry_sensor_width_15,0.6,264,,literature_nominal,,0,coarse,model/geometry_sensor_width_15_metadata.json,model/geometry_sensor_width_15.feb,,0,462,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_sensor_width_15_summary.json,,
0.4,geometry_sensor_width_20,0.6,256,,literature_nominal,,0,coarse,model/geometry_sensor_width_20_metadata.json,model/geometry_sensor_width_20.feb,,0,441,True,retained by authors; available on reasonable request,80.0,20.0,results/geometry_sensor_width_20_summary.json,,
0.4,geometry_sensor_width_5,0.6,232,,literature_nominal,,0,coarse,model/geometry_sensor_width_5_metadata.json,model/geometry_sensor_width_5.feb,,0,426,True,retained by authors; available on reasonable request,80.0,5.0,results/geometry_sensor_width_5_summary.json,,
0.2,geometry_verify_backing_0p2_medium,0.6,1920,,literature_nominal,,0,medium,model/geometry_verify_backing_0p2_medium_metadata.json,model/geometry_verify_backing_0p2_medium.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_verify_backing_0p2_medium_summary.json,,
0.8,geometry_verify_backing_0p8_medium,0.6,1920,,literature_nominal,,0,medium,model/geometry_verify_backing_0p8_medium_metadata.json,model/geometry_verify_backing_0p8_medium.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_verify_backing_0p8_medium_summary.json,,
0.4,geometry_verify_baseline_medium,0.6,1920,,literature_nominal,,0,medium,model/geometry_verify_baseline_medium_metadata.json,model/geometry_verify_baseline_medium.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_verify_baseline_medium_summary.json,,
0.4,geometry_verify_conductive_0p2_medium,0.2,1920,,literature_nominal,,0,medium,model/geometry_verify_conductive_0p2_medium_metadata.json,model/geometry_verify_conductive_0p2_medium.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_verify_conductive_0p2_medium_summary.json,,
0.4,geometry_verify_conductive_0p8_medium,0.8,1920,,literature_nominal,,0,medium,model/geometry_verify_conductive_0p8_medium_metadata.json,model/geometry_verify_conductive_0p8_medium.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,15.0,results/geometry_verify_conductive_0p8_medium_summary.json,,
0.4,geometry_verify_length_100_medium,0.6,2016,,literature_nominal,,328,medium,model/geometry_verify_length_100_medium_metadata.json,model/geometry_verify_length_100_medium.feb,,6,2713,True,retained by authors; available on reasonable request,100.0,15.0,results/geometry_verify_length_100_medium_summary.json,,
0.4,geometry_verify_length_40_medium,0.6,1728,,literature_nominal,,0,medium,model/geometry_verify_length_40_medium_metadata.json,model/geometry_verify_length_40_medium.feb,,0,2377,True,retained by authors; available on reasonable request,40.0,15.0,results/geometry_verify_length_40_medium_summary.json,,
0.4,geometry_verify_width_20_medium,0.6,2048,,literature_nominal,,0,medium,model/geometry_verify_width_20_medium_metadata.json,model/geometry_verify_width_20_medium.feb,,0,2737,True,retained by authors; available on reasonable request,80.0,20.0,results/geometry_verify_width_20_medium_summary.json,,
0.4,geometry_verify_width_5_medium,0.6,1664,,literature_nominal,,439,medium,model/geometry_verify_width_5_medium_metadata.json,model/geometry_verify_width_5_medium.feb,,2,2329,True,retained by authors; available on reasonable request,80.0,5.0,results/geometry_verify_width_5_medium_summary.json,,
,identified_products_coupon,,264,,literature_nominal,,0,coarse,model/identified_products_coupon_metadata.json,model/identified_products_coupon.feb,,0,462,True,retained by authors; available on reasonable request,80.0,,results/identified_products_coupon_summary.json,,
0.4,interface_E0p01_local_medium,0.6,7896,,literature_nominal,0.05,6,local_medium,model/interface_E0p01_local_medium_metadata.json,model/interface_E0p01_local_medium.feb,,2,9604,True,retained by authors; available on reasonable request,80.0,15.0,results/interface_E0p01_local_medium_summary.json,5.0,30
0.4,interface_E0p1_debond5_local_medium,0.6,7800,,literature_nominal,0.05,16,local_medium,model/interface_E0p1_debond5_local_medium_metadata.json,model/interface_E0p1_debond5_local_medium.feb,,2,9604,True,retained by authors; available on reasonable request,80.0,15.0,results/interface_E0p1_debond5_local_medium_summary.json,5.0,30
0.4,interface_E0p1_local_medium,0.6,7896,,literature_nominal,0.05,0,local_medium,model/interface_E0p1_local_medium_metadata.json,model/interface_E0p1_local_medium.feb,,0,9604,True,retained by authors; available on reasonable request,80.0,15.0,results/interface_E0p1_local_medium_summary.json,5.0,30
0.4,interface_E1_local_medium,0.6,7896,,literature_nominal,0.05,0,local_medium,model/interface_E1_local_medium_metadata.json,model/interface_E1_local_medium.feb,,0,9604,True,retained by authors; available on reasonable request,80.0,15.0,results/interface_E1_local_medium_summary.json,5.0,30
0.4,interface_perfect_bond_local_medium,0.6,7632,,literature_nominal,0.05,0,local_medium,model/interface_perfect_bond_local_medium_metadata.json,model/interface_perfect_bond_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/interface_perfect_bond_local_medium_summary.json,5.0,30
0.4,interface_smoke,0.6,315,,literature_nominal,0.05,0,coarse,model/interface_smoke_metadata.json,model/interface_smoke.feb,,0,540,True,retained by authors; available on reasonable request,80.0,15.0,results/interface_smoke_summary.json,5.0,30
0.4,local_mesh_coarse,0.6,1328,,literature_nominal,,0,local_coarse,model/local_mesh_coarse_metadata.json,model/local_mesh_coarse.feb,,0,1836,True,retained by authors; available on reasonable request,80.0,15.0,results/local_mesh_coarse_summary.json,,
0.4,local_mesh_fine,0.6,40704,,literature_nominal,,10570,local_fine,model/local_mesh_fine_metadata.json,model/local_mesh_fine.feb,,11,46449,False,retained by authors; available on reasonable request,80.0,15.0,,,
0.4,local_mesh_medium,0.6,7632,,literature_nominal,,0,local_medium,model/local_mesh_medium_metadata.json,model/local_mesh_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/local_mesh_medium_summary.json,,
,matched_no_contact_0p6_coarse56_movement025,,,,garment case,,0,garment surface,model/matched_no_contact_0p6_coarse56_movement025_metadata.json,model/matched_no_contact_0p6_coarse56_movement025.feb,both_arms_raise,0,,True,retained by authors; available on reasonable request,,,results/matched_no_contact_0p6_coarse56_movement025_movement_summary.json,,
,matched_no_contact_0p6_coarse56_reference,,,,garment case,,0,garment surface,model/matched_no_contact_0p6_coarse56_reference_metadata.json,model/matched_no_contact_0p6_coarse56_reference.feb,,0,,True,retained by authors; available on reasonable request,,,results/matched_no_contact_0p6_coarse56_reference_movement_summary.json,,
,matched_no_contact_0p6_fine72_movement025,,,,garment case,,0,garment surface,model/matched_no_contact_0p6_fine72_movement025_metadata.json,model/matched_no_contact_0p6_fine72_movement025.feb,both_arms_raise,0,,True,retained by authors; available on reasonable request,,,results/matched_no_contact_0p6_fine72_movement025_movement_summary.json,,
,matched_no_contact_0p6_fine72_reference,,,,garment case,,0,garment surface,model/matched_no_contact_0p6_fine72_reference_metadata.json,model/matched_no_contact_0p6_fine72_reference.feb,,0,,True,retained by authors; available on reasonable request,,,results/matched_no_contact_0p6_fine72_reference_movement_summary.json,,
,matched_no_contact_0p6_movement025,,,results/matched_no_contact_0p6_movement025.log,garment case,,0,garment surface,model/matched_no_contact_0p6_movement025_metadata.json,model/matched_no_contact_0p6_movement025.feb,both_arms_raise,0,,True,included,,,results/matched_no_contact_0p6_movement025_movement_summary.json,,
,matched_no_contact_0p6_reference,,,results/matched_no_contact_0p6_reference.log,garment case,,0,garment surface,model/matched_no_contact_0p6_reference_metadata.json,model/matched_no_contact_0p6_reference.feb,,0,,True,included,,,results/matched_no_contact_0p6_reference_movement_summary.json,,
,material_backing_high,,1920,,backing_high,,0,medium,model/material_backing_high_metadata.json,model/material_backing_high.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,,results/material_backing_high_summary.json,,
,material_backing_low,,1920,,backing_low,,0,medium,model/material_backing_low_metadata.json,model/material_backing_low.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,,results/material_backing_low_summary.json,,
,material_conductive_high,,1920,,conductive_high,,0,medium,model/material_conductive_high_metadata.json,model/material_conductive_high.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,,results/material_conductive_high_summary.json,,
,material_conductive_low,,1920,,conductive_low,,0,medium,model/material_conductive_low_metadata.json,model/material_conductive_low.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,,results/material_conductive_low_summary.json,,
,material_literature_nominal,,1920,,literature_nominal,,0,medium,model/material_literature_nominal_metadata.json,model/material_literature_nominal.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,,results/material_literature_nominal_summary.json,,
,material_nylon_high,,1920,,nylon_high,,0,medium,model/material_nylon_high_metadata.json,model/material_nylon_high.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,,results/material_nylon_high_summary.json,,
,material_nylon_low,,1920,,nylon_low,,0,medium,model/material_nylon_low_metadata.json,model/material_nylon_low.feb,,0,2601,True,retained by authors; available on reasonable request,80.0,,results/material_nylon_low_summary.json,,
0.4,relativeF0p6_full_garment_contact_s3_local_coarse,0.6,1328,,textile_fiber_balanced,0.1,0,local_coarse,model/relativeF0p6_full_garment_contact_s3_local_coarse_metadata.json,model/relativeF0p6_full_garment_contact_s3_local_coarse.feb,,0,1836,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_contact_s3_local_coarse_summary.json,5.0,10
0.4,relativeF0p6_full_garment_contact_s3_local_fine,0.6,40704,,textile_fiber_balanced,0.1,0,local_fine,model/relativeF0p6_full_garment_contact_s3_local_fine_metadata.json,model/relativeF0p6_full_garment_contact_s3_local_fine.feb,,0,46449,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_contact_s3_local_fine_summary.json,5.0,10
0.4,relativeF0p6_full_garment_contact_s3_local_medium,0.6,7632,,textile_fiber_balanced,0.1,0,local_medium,model/relativeF0p6_full_garment_contact_s3_local_medium_metadata.json,model/relativeF0p6_full_garment_contact_s3_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_contact_s3_local_medium_summary.json,5.0,10
0.4,relativeF0p6_full_garment_contact_s9_local_coarse,0.6,1328,,textile_fiber_balanced,0.1,0,local_coarse,model/relativeF0p6_full_garment_contact_s9_local_coarse_metadata.json,model/relativeF0p6_full_garment_contact_s9_local_coarse.feb,,0,1836,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_contact_s9_local_coarse_summary.json,5.0,10
0.4,relativeF0p6_full_garment_contact_s9_local_fine,0.6,40704,,textile_fiber_balanced,0.1,0,local_fine,model/relativeF0p6_full_garment_contact_s9_local_fine_metadata.json,model/relativeF0p6_full_garment_contact_s9_local_fine.feb,,0,46449,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_contact_s9_local_fine_summary.json,5.0,10
0.4,relativeF0p6_full_garment_contact_s9_local_medium,0.6,7632,,textile_fiber_balanced,0.1,0,local_medium,model/relativeF0p6_full_garment_contact_s9_local_medium_metadata.json,model/relativeF0p6_full_garment_contact_s9_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_contact_s9_local_medium_summary.json,5.0,10
0.4,relativeF0p6_full_garment_no_contact_s3_local_coarse,0.6,1328,,textile_fiber_balanced,0.1,0,local_coarse,model/relativeF0p6_full_garment_no_contact_s3_local_coarse_metadata.json,model/relativeF0p6_full_garment_no_contact_s3_local_coarse.feb,,0,1836,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_no_contact_s3_local_coarse_summary.json,5.0,10
0.4,relativeF0p6_full_garment_no_contact_s3_local_fine,0.6,40704,,textile_fiber_balanced,0.1,0,local_fine,model/relativeF0p6_full_garment_no_contact_s3_local_fine_metadata.json,model/relativeF0p6_full_garment_no_contact_s3_local_fine.feb,,0,46449,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_no_contact_s3_local_fine_summary.json,5.0,10
0.4,relativeF0p6_full_garment_no_contact_s3_local_medium,0.6,7632,,textile_fiber_balanced,0.1,0,local_medium,model/relativeF0p6_full_garment_no_contact_s3_local_medium_metadata.json,model/relativeF0p6_full_garment_no_contact_s3_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_no_contact_s3_local_medium_summary.json,5.0,10
0.4,relativeF0p6_full_garment_no_contact_s9_local_coarse,0.6,1328,,textile_fiber_balanced,0.1,0,local_coarse,model/relativeF0p6_full_garment_no_contact_s9_local_coarse_metadata.json,model/relativeF0p6_full_garment_no_contact_s9_local_coarse.feb,,0,1836,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_no_contact_s9_local_coarse_summary.json,5.0,10
0.4,relativeF0p6_full_garment_no_contact_s9_local_fine,0.6,40704,,textile_fiber_balanced,0.1,0,local_fine,model/relativeF0p6_full_garment_no_contact_s9_local_fine_metadata.json,model/relativeF0p6_full_garment_no_contact_s9_local_fine.feb,,0,46449,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_no_contact_s9_local_fine_summary.json,5.0,10
0.4,relativeF0p6_full_garment_no_contact_s9_local_medium,0.6,7632,,textile_fiber_balanced,0.1,0,local_medium,model/relativeF0p6_full_garment_no_contact_s9_local_medium_metadata.json,model/relativeF0p6_full_garment_no_contact_s9_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/relativeF0p6_full_garment_no_contact_s9_local_medium_summary.json,5.0,10
0.4,shape_balanced_angle_0_local_medium,0.6,7632,,textile_fiber_balanced,0.05,0,local_medium,model/shape_balanced_angle_0_local_medium_metadata.json,model/shape_balanced_angle_0_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/shape_balanced_angle_0_local_medium_summary.json,5.0,30
0.4,shape_balanced_angle_60_local_medium,0.6,7632,,textile_fiber_balanced,0.05,0,local_medium,model/shape_balanced_angle_60_local_medium_metadata.json,model/shape_balanced_angle_60_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/shape_balanced_angle_60_local_medium_summary.json,5.0,30
0.4,shape_bulk_high_angle_0_local_medium,0.6,7632,,textile_fiber_bulk_high,0.05,0,local_medium,model/shape_bulk_high_angle_0_local_medium_metadata.json,model/shape_bulk_high_angle_0_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/shape_bulk_high_angle_0_local_medium_summary.json,5.0,30
0.4,shape_bulk_high_angle_60_local_medium,0.6,7632,,textile_fiber_bulk_high,0.05,0,local_medium,model/shape_bulk_high_angle_60_local_medium_metadata.json,model/shape_bulk_high_angle_60_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/shape_bulk_high_angle_60_local_medium_summary.json,5.0,30
0.4,shape_bulk_low_angle_0_local_medium,0.6,7632,,textile_fiber_bulk_low,0.05,0,local_medium,model/shape_bulk_low_angle_0_local_medium_metadata.json,model/shape_bulk_low_angle_0_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/shape_bulk_low_angle_0_local_medium_summary.json,5.0,30
0.4,shape_bulk_low_angle_60_local_medium,0.6,7632,,textile_fiber_bulk_low,0.05,0,local_medium,model/shape_bulk_low_angle_60_local_medium_metadata.json,model/shape_bulk_low_angle_60_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/shape_bulk_low_angle_60_local_medium_summary.json,5.0,30
0.4,shape_c4_high_angle_0_local_medium,0.6,7632,,textile_fiber_c4_high,0.05,0,local_medium,model/shape_c4_high_angle_0_local_medium_metadata.json,model/shape_c4_high_angle_0_local_medium.feb,,0,9305,True,retained by authors; available on reasonable request,80.0,15.0,results/shape_c4_high_angle_0_local_medium_summary.json,5.0,30
