case_name,model,sensor,panel,sensor_angle_deg,target_local_xx,target_local_yy,target_local_xy_tensor,applied_displacement_gradient_xx,applied_displacement_gradient_yy,applied_displacement_gradient_xy,realized_farfield_green_xx,realized_farfield_green_yy,realized_farfield_green_xy_tensor,mean_conductive_gauge_strain,conductive_gauge_endpoint_engineering_strain,conductive_gauge_centroid_path_engineering_strain,effective_axial_transfer_ratio,path_effective_axial_transfer_ratio,predicted_delta_R_over_R0_provisional,element_count,febio_normal_termination,negative_jacobian_messages
arm_raise_sensor_contact_free_s3_local_medium_finitegreen,contact_free,3,front,90.0,0.05015999999958414,0.019000000000000003,1.907999713046112e-18,0.048961391090810436,0.01882285015600238,0.0,0.05015999999958409,0.019000000000000017,0.0,0.0016326452117306546,0.0016326452117306546,0.0012887729946304556,0.03254874824051416,0.02569324151995894,0.009841319028848439,7632,True,0
arm_raise_sensor_contact_free_s8_local_medium_finitegreen,contact_free,8,back,90.0,0.05015999999958414,0.019000000000000003,1.907999713046112e-18,0.048961391090810436,0.01882285015600238,0.0,0.05015999999958409,0.019000000000000017,0.0,0.0016326452117306546,0.0016326452117306546,0.001288772994630633,0.03254874824051416,0.025693241519962474,0.009841319028848439,7632,True,0
arm_raise_sensor_contact_free_s9_local_medium_finitegreen,contact_free,9,back,160.0,0.022684281473658967,0.031105350526112394,-0.016598576672442224,0.02230477079670834,0.03050918603310726,-0.016171535289126328,0.022684281473658863,0.031105350526112407,-0.016598576672442168,0.0007338940081838885,0.0007338940081838885,0.0004852191115324501,0.032352534905550685,0.02139010275004247,0.004412532389560075,7632,True,0
arm_raise_sensor_contact_free_s10_local_medium_finitegreen,contact_free,10,back,20.0,0.02268428147365896,0.031105350526112404,0.016598576672442224,0.02230477079670834,0.03050918603310726,0.016171535289126328,0.022684281473658863,0.031105350526112407,0.016598576672442168,0.0007338943445459378,0.0007338943445459378,0.0004852189724545481,0.0323525497335297,0.021390096619017248,0.004412534416142311,7632,True,0
arm_raise_sensor_contact_aware_s3_local_medium_refinedstep,contact_aware,3,front,90.0,-0.02013199886113637,0.011977077713824502,-0.0015148986278341397,-0.02034001414818154,0.011905055343191195,-0.0015213147414207915,-0.020131998861136202,0.011977077713824613,-0.0015148986278341375,-0.0004498289990516824,-0.0004498289990516824,-0.00012068809385740588,0.022343980950647213,0.005994839096200581,-0.0026955368998059503,7632,True,0
arm_raise_sensor_contact_aware_s8_local_medium_refinedstep,contact_aware,8,back,90.0,-0.020131837271889885,0.011976991031650286,-0.001514810100868752,-0.020339849065835414,0.011904969814572564,-0.0015212257787475827,-0.020131837271889996,0.011976991031650508,-0.001514810100868758,-0.0004498259055283782,-0.0004498259055283782,-0.00012068762147516308,0.022344006632542712,0.0059948637496528645,-0.0026955183859213028,7632,True,0
arm_raise_sensor_contact_aware_s9_local_medium,contact_aware,9,back,160.0,0.0055866262774797015,-0.004317824387354853,-0.0035842151291872767,0.005564727781208312,-0.004333629960303398,-0.003582010226695097,0.005586626277479856,-0.004317824387354896,-0.0035842151291873244,0.00021374960277071865,0.00021374960277071865,0.00011331383127048537,0.03826094536381761,0.020283051996383892,0.001283274627373654,7632,True,0
arm_raise_sensor_contact_aware_s10_local_medium,contact_aware,10,back,20.0,0.005586523694461026,-0.004317793395915842,0.003584290180544839,0.005564625498231335,-0.00433359910427622,0.0035820853597332844,0.005586523694461332,-0.004317793395915703,0.003584290180544892,0.00021375107737746645,0.00021375107737746645,0.00011331077136030958,0.038261911891539664,0.020282876715023317,0.00128328348573703,7632,True,0
