case_name,loading_angle_deg,exx,eyy,exy_tensor,gamma_xy_engineering,mean_conductive_gauge_strain,conductive_gauge_endpoint_engineering_strain,conductive_gauge_centroid_path_engineering_strain,strain_transfer_vs_major_strain,element_count,aligned_scalar_transfer,aligned_path_scalar_transfer,reduced_order_predicted_gauge_strain,reduced_order_predicted_path_strain,fullfield_minus_reduced_gauge_strain
fullfield_angle_plus_0_local_medium,0.0,0.3,-0.09,0.0,0.0,0.012493516098653856,0.012493516098653856,0.012855256654764165,0.04164505366217952,7632,0.04164505366217952,0.042850855515880554,0.012493516098653856,0.012855256654764165,0.0
fullfield_angle_plus_60_local_medium,60.0,0.007500000000000034,0.20249999999999996,0.16887495373796557,0.33774990747593114,-0.00015329153768579574,-0.00015329153768579574,0.0005180909381940577,-0.0005109717922859859,7632,0.04164505366217952,0.042850855515880554,0.00031233790246634784,0.0003213814163691056,-0.0004656294401521436
fullfield_angle_minus_60_local_medium,-60.0,0.007500000000000034,0.20249999999999996,-0.16887495373796557,-0.33774990747593114,-0.0001537107587715525,-0.0001537107587715525,0.0005181203398739489,-0.000512369195905175,7632,0.04164505366217952,0.042850855515880554,0.00031233790246634784,0.0003213814163691056,-0.0004660486612379003
